age,predicted brain age,predicted brain age_adjusted
9.57687885,8.9937043,7.194750843
9.743433265,9.070105377,7.31193364
9.57687885,8.810820908,7.01186745
9.743433265,9.174555741,7.416384004
8.993938398,9.759744249,7.818054772
8.993938398,8.522547036,6.580857558
9.243770021,10.00948313,8.128966233
9.327047228,9.6799148,7.819788762
9.160492813,9.927232463,8.026324705
9.160492813,8.396305301,6.495397543
9.826710472,9.061574431,7.323793554
8.910661191,8.14477263,6.182692292
9.743433265,9.199892335,7.441720597
9.90998768,10.67489262,8.957502606
9.993264887,9.227566575,7.530567418
9.493601643,10.25902209,8.439677771
9.327047228,10.09174046,8.231614425
9.826710472,10.5921891,8.854408226
8.910661191,9.890283943,7.928203605
9.160492813,10.24210926,8.341201506
9.327047228,10.09224699,8.232120956
8.993938398,9.75817581,7.816486332
9.077215606,9.154957505,7.233658888
8.993938398,8.231712811,6.290023334
9.90998768,9.871435119,8.154045102
9.90998768,9.143565008,7.426174992
9.243770021,9.856512996,7.975996099
9.410324435,9.887646353,8.047911176
9.327047228,10.09296643,8.232840397
9.743433265,10.38711887,8.628947129
9.57687885,9.993515098,8.194561641
9.660156057,9.759788883,7.981226286
9.993264887,10.75876986,9.061770708
9.160492813,9.927427912,8.026520154
9.660156057,10.4260806,8.647518005
9.160492813,9.861363195,7.960455437
8.993938398,8.957169665,7.015480187
9.826710472,10.59397065,8.856189772
9.243770021,10.00942845,8.128911554
9.993264887,9.227773416,7.530774259
9.493601643,9.520777901,7.701433584
9.826710472,9.064384116,7.326603239
9.327047228,8.56294061,6.702814573
9.327047228,11.10617725,9.24605121
9.410324435,8.64700596,6.807270782
9.410324435,10.17431387,8.334578692
9.493601643,9.693537997,7.87419368
9.57687885,10.94461188,9.145658422
9.90998768,9.143942907,7.42655289
9.826710472,10.14909127,8.411310389
9.410324435,8.644779905,6.805044728
9.90998768,9.978745351,8.261355334
9.743433265,10.50987694,8.751705207
9.327047228,9.330426414,7.470300377
8.993938398,9.456142127,7.51445265
9.493601643,10.2574948,8.438150485
9.077215606,8.311271425,6.389972808
8.993938398,8.759127251,6.817437773
9.410324435,8.69113534,6.851400162
9.826710472,10.16927726,8.431496379
9.410324435,8.644019795,6.804284618
9.493601643,8.727360116,6.908015799
9.993264887,9.64729934,7.950300183
9.327047228,10.09253902,8.23241298
8.993938398,8.512339367,6.570649889
9.743433265,9.756055227,7.99788349
8.993938398,9.590379845,7.648690367
9.90998768,10.67562846,8.958238441
9.493601643,10.25577007,8.436425757
9.077215606,11.32155309,9.400254475
9.826710472,10.33889206,8.601111183
8.993938398,9.757774447,7.816084969
9.493601643,9.34825252,7.528908203
9.90998768,9.144925281,7.427535264
9.826710472,9.916913272,8.179132395
8.993938398,9.274647751,7.332958273
9.826710472,9.485623388,7.747842511
9.57687885,10.34342515,8.544471689
9.243770021,10.00553267,8.125015774
9.660156057,9.377912236,7.599349638
8.993938398,9.760629363,7.818939885
9.57687885,8.810180396,7.011226939
9.327047228,8.563333565,6.703207528
9.243770021,10.00971851,8.129201617
9.493601643,10.16147102,8.342126703
8.993938398,9.75593273,7.814243252
9.660156057,8.894375046,7.115812449
9.160492813,9.925815715,8.024907957
9.993264887,10.75842758,9.061428425
9.993264887,10.75918399,9.062184831
9.493601643,10.03375317,8.214408856
9.660156057,10.42676364,8.648201046
9.160492813,8.394767947,6.493860189
9.660156057,10.42652,8.647957401
9.993264887,10.75564788,9.058648723
9.826710472,9.063308136,7.325527259
9.993264887,10.75974654,9.06274738
9.660156057,9.093766278,7.315203681
9.743433265,8.977025304,7.218853567
8.910661191,9.675982309,7.713901971
9.493601643,8.818595903,6.999251586
9.826710472,10.59004794,8.852267058
9.90998768,10.67459281,8.957202792
9.160492813,9.927203799,8.026296041
9.743433265,10.50640869,8.748236957
9.90998768,10.67577921,8.958389189
